"","TXNAME","GENEID","ENTREZID","SYMBOL","TXCHROM"
"16621","ENSRNOT00000029099","ENSRNOG00000021435","UNKNOWN_ENSRNOG00000021435","UNKNOWN_ENSRNOG00000021435","9"
"16622","ENSRNOT00000039341","ENSRNOG00000021437","UNKNOWN_ENSRNOG00000021437","UNKNOWN_ENSRNOG00000021437","5"
"16623","ENSRNOT00000033450","ENSRNOG00000021438","300218","Tuba1c","7"
"16624","ENSRNOT00000036137","ENSRNOG00000021440","304488","Pptc7","12"
"16625","ENSRNOT00000010521","ENSRNOG00000021441","24718","Reln","4"
"16626","ENSRNOT00000061858","ENSRNOG00000021441","24718","Reln","4"
"16627","ENSRNOT00000029444","ENSRNOG00000021442","361462","Hddc2","1"
"16628","ENSRNOT00000031438","ENSRNOG00000021445","690448","Tas2r120","4"
"16629","ENSRNOT00000036162","ENSRNOG00000021447","498704","Prr7","17"
"16630","ENSRNOT00000004790","ENSRNOG00000021452","367734","Hypm","X"
"16631","ENSRNOT00000030082","ENSRNOG00000021463","25747","Ppara","7"
"16632","ENSRNOT00000078928","ENSRNOG00000021463","25747","Ppara","7"
"16633","ENSRNOT00000031714","ENSRNOG00000021468","60590","Grm8","4"
"16634","ENSRNOT00000056996","ENSRNOG00000021468","60590","Grm8","4"
"16635","ENSRNOT00000075324","ENSRNOG00000021468","60590","Grm8","4"
"16636","ENSRNOT00000033420","ENSRNOG00000021469","288054","Ccdc14","11"
"16637","ENSRNOT00000036543","ENSRNOG00000021470","100363125","LOC100363125","X"
"16638","ENSRNOT00000082604","ENSRNOG00000021472","295619","Ermn","3"
"16639","ENSRNOT00000034449","ENSRNOG00000021472","295619","Ermn","3"
"16640","ENSRNOT00000037779","ENSRNOG00000021473","295843","Olr619","3"
"16641","ENSRNOT00000033648","ENSRNOG00000021474","292843","Siglec5","1"
"16642","ENSRNOT00000030244","ENSRNOG00000021475","313949","Ldah","6"
"16643","ENSRNOT00000078841","ENSRNOG00000021478","689256","Tpd52l1","1"
"16644","ENSRNOT00000030327","ENSRNOG00000021478","689256","Tpd52l1","1"
"16645","ENSRNOT00000048454","ENSRNOG00000021480","363924","Rad9b","12"
"16646","ENSRNOT00000032154","ENSRNOG00000021484","UNKNOWN_ENSRNOG00000021484","UNKNOWN_ENSRNOG00000021484","1"
"16647","ENSRNOT00000029171","ENSRNOG00000021485","293590","Olr288","1"
"16648","ENSRNOT00000049921","ENSRNOG00000021490","365029","Vom2r-ps1","8"
"16649","ENSRNOT00000029177","ENSRNOG00000021492","313048","Rbbp4","5"
"16650","ENSRNOT00000066370","ENSRNOG00000021493","365155","Prdm9","1"
"16651","ENSRNOT00000085648","ENSRNOG00000021497","29414","Akt3","13"
"16652","ENSRNOT00000057879","ENSRNOG00000021497","29414","Akt3","13"
"16653","ENSRNOT00000032254","ENSRNOG00000021499","361584","Siglech","1"
"16654","ENSRNOT00000033811","ENSRNOG00000021507","100910839","Luzp2","1"
"16655","ENSRNOT00000029237","ENSRNOG00000021510","361697","Tbc1d10c","1"
"16656","ENSRNOT00000038250","ENSRNOG00000021513","311169","Rtn4rl2","3"
"16657","ENSRNOT00000031243","ENSRNOG00000021517","361410","Tmem231","19"
"16658","ENSRNOT00000088297","ENSRNOG00000021517","361410","Tmem231","19"
"16659","ENSRNOT00000061558","ENSRNOG00000021518","294208","Trim31","20"
"16660","ENSRNOT00000026262","ENSRNOG00000021521","307859","Chst5","19"
"16661","ENSRNOT00000036027","ENSRNOG00000021524","288271","Mrap","11"
"16662","ENSRNOT00000023678","ENSRNOG00000021525","689253","Nbeal1","9"
"16663","ENSRNOT00000022820","ENSRNOG00000021526","298606","Slc25a34","5"
"16664","ENSRNOT00000036556","ENSRNOG00000021528","501052","Tusc2","8"
"16665","ENSRNOT00000036164","ENSRNOG00000021533","UNKNOWN_ENSRNOG00000021533","UNKNOWN_ENSRNOG00000021533","4"
"16666","ENSRNOT00000043561","ENSRNOG00000021536","303505","Plxdc1","10"
"16667","ENSRNOT00000012061","ENSRNOG00000021540","497935","Rnf227","10"
"16668","ENSRNOT00000035040","ENSRNOG00000021546","500449","Sit1","5"
"16669","ENSRNOT00000035405","ENSRNOG00000021547","296867","Pgr15l","X"
"16670","ENSRNOT00000037375","ENSRNOG00000021548","363140","Rassf1","8"
"16671","ENSRNOT00000037363","ENSRNOG00000021548","363140","Rassf1","8"
"16672","ENSRNOT00000035071","ENSRNOG00000021551","102550196","Gcnt7","3"
"16673","ENSRNOT00000033494","ENSRNOG00000021552","317237","Uprt","X"
"16674","ENSRNOT00000038020","ENSRNOG00000021553","363974","Nckap5","13"
"16675","ENSRNOT00000037444","ENSRNOG00000021555","288272","Mis18a","11"
"16676","ENSRNOT00000029318","ENSRNOG00000021557","289923","Olr1605","15"
"16677","ENSRNOT00000035245","ENSRNOG00000021560","296409","Cass4","3"
"16678","ENSRNOT00000046486","ENSRNOG00000021569","304109","Tiam1","11"
"16679","ENSRNOT00000039115","ENSRNOG00000021573","308519","Dpy19l3","1"
"16680","ENSRNOT00000060160","ENSRNOG00000021575","688887","Cfhr2","13"
"16681","ENSRNOT00000060156","ENSRNOG00000021578","363555","Wfikkn1","10"
"16682","ENSRNOT00000029332","ENSRNOG00000021579","362359","Mpp6","4"
"16683","ENSRNOT00000089973","ENSRNOG00000021579","362359","Mpp6","4"
"16684","ENSRNOT00000012792","ENSRNOG00000021581","310533","Rapgef2","2"
"16685","ENSRNOT00000091135","ENSRNOG00000021581","310533","Rapgef2","2"
"16686","ENSRNOT00000029340","ENSRNOG00000021581","310533","Rapgef2","2"
"16687","ENSRNOT00000031851","ENSRNOG00000021584","UNKNOWN_ENSRNOG00000021584","UNKNOWN_ENSRNOG00000021584","17"
"16688","ENSRNOT00000038811","ENSRNOG00000021586","288995","Gpr39","13"
"16689","ENSRNOT00000035653","ENSRNOG00000021589","302396","Nexmif","X"
"16690","ENSRNOT00000039258","ENSRNOG00000021602","363139","Zmynd10","8"
"16691","ENSRNOT00000029395","ENSRNOG00000021609","100912566","LOC100912566","5"
"16692","ENSRNOT00000033200","ENSRNOG00000021611","29264","Clip2","12"
"16693","ENSRNOT00000091328","ENSRNOG00000021611","29264","Clip2","12"
"16694","ENSRNOT00000084050","ENSRNOG00000021614","311968","Kmt2e","4"
"16695","ENSRNOT00000075902","ENSRNOG00000021614","311968","Kmt2e","4"
"16696","ENSRNOT00000076000","ENSRNOG00000021614","311968","Kmt2e","4"
"16697","ENSRNOT00000076642","ENSRNOG00000021614","311968","Kmt2e","4"
"16698","ENSRNOT00000068276","ENSRNOG00000021614","311968","Kmt2e","4"
"16699","ENSRNOT00000076583","ENSRNOG00000021614","311968","Kmt2e","4"
"16700","ENSRNOT00000076950","ENSRNOG00000021614","311968","Kmt2e","4"
"16701","ENSRNOT00000076633","ENSRNOG00000021614","311968","Kmt2e","4"
"16702","ENSRNOT00000037372","ENSRNOG00000021615","302998","Mettl26","10"
"16703","ENSRNOT00000037381","ENSRNOG00000021615","302998","Mettl26","10"
"16704","ENSRNOT00000036788","ENSRNOG00000021619","298567","Cela3b","5"
"16705","ENSRNOT00000006860","ENSRNOG00000021628","314243","Wdr89","6"
"16706","ENSRNOT00000029885","ENSRNOG00000021637","245957","Ddx46","17"
"16707","ENSRNOT00000029456","ENSRNOG00000021638","300033","Eef1d","7"
"16708","ENSRNOT00000029443","ENSRNOG00000021644","246239","Slc15a3","1"
"16709","ENSRNOT00000064238","ENSRNOG00000021656","295265","RGD1359334","2"
"16710","ENSRNOT00000033483","ENSRNOG00000021657","287366","Pld6","10"
"16711","ENSRNOT00000033519","ENSRNOG00000021658","366108","Olr577","3"
"16712","ENSRNOT00000079199","ENSRNOG00000021659","308569","Acp4","1"
"16713","ENSRNOT00000032200","ENSRNOG00000021659","308569","Acp4","1"
"16714","ENSRNOT00000051522","ENSRNOG00000021660","363138","Nprl2","8"
"16715","ENSRNOT00000039237","ENSRNOG00000021663","500393","Vxn","5"
"16716","ENSRNOT00000067977","ENSRNOG00000021669","297783","Mybl1","5"
"16717","ENSRNOT00000031487","ENSRNOG00000021670","310418","Frem2","2"
"16718","ENSRNOT00000039588","ENSRNOG00000021671","300114","Rtl6","7"
"16719","ENSRNOT00000039434","ENSRNOG00000021674","288244","Ifitm7","11"
"16720","ENSRNOT00000030784","ENSRNOG00000021678","362169","Alkbh3","3"
"16721","ENSRNOT00000036781","ENSRNOG00000021680","100361710","Setdb2","15"
"16722","ENSRNOT00000071919","ENSRNOG00000021680","100361710","Setdb2","15"
"16723","ENSRNOT00000074587","ENSRNOG00000021680","100361710","Setdb2","15"
"16724","ENSRNOT00000087297","ENSRNOG00000021681","314764","Eea1","7"
"16725","ENSRNOT00000029764","ENSRNOG00000021681","314764","Eea1","7"
"16726","ENSRNOT00000080077","ENSRNOG00000021682","360639","Dcakd","10"
"16727","ENSRNOT00000031498","ENSRNOG00000021682","360639","Dcakd","10"
"16728","ENSRNOT00000031746","ENSRNOG00000021685","116671","Cdk5r1","10"
"16729","ENSRNOT00000029783","ENSRNOG00000021688","UNKNOWN_ENSRNOG00000021688","UNKNOWN_ENSRNOG00000021688","7"
"16730","ENSRNOT00000029580","ENSRNOG00000021689","361696","Rps6kb2","1"
"16731","ENSRNOT00000083204","ENSRNOG00000021689","361696","Rps6kb2","1"
"16732","ENSRNOT00000032739","ENSRNOG00000021691","100036765","Ccdc92","12"
"16733","ENSRNOT00000034448","ENSRNOG00000021693","361153","Fam149a","16"
"16734","ENSRNOT00000076968","ENSRNOG00000021694","100360790","LOC100360790","X"
"16735","ENSRNOT00000076937","ENSRNOG00000021694","100360790","LOC100360790","X"
"16736","ENSRNOT00000041963","ENSRNOG00000021694","100360790","LOC100360790","X"
"16737","ENSRNOT00000009435","ENSRNOG00000021695","500051","Hyal6","4"
"16738","ENSRNOT00000082023","ENSRNOG00000021702","500392","Mcmdc2","5"
"16739","ENSRNOT00000030053","ENSRNOG00000021702","500392","Mcmdc2","5"
"16740","ENSRNOT00000071201","ENSRNOG00000021704","691125","Atp8b5p","5"
"16741","ENSRNOT00000001338","ENSRNOG00000021705","102556092","LOC102556092","12"
"16742","ENSRNOT00000037800","ENSRNOG00000021712","361050","Rcbtb1","15"
"16743","ENSRNOT00000081373","ENSRNOG00000021712","361050","Rcbtb1","15"
"16744","ENSRNOT00000084128","ENSRNOG00000021713","303575","Kif18b","10"
"16745","ENSRNOT00000032339","ENSRNOG00000021713","303575","Kif18b","10"
"16746","ENSRNOT00000093429","ENSRNOG00000021713","303575","Kif18b","10"
"16747","ENSRNOT00000093704","ENSRNOG00000021713","303575","Kif18b","10"
"16748","ENSRNOT00000035651","ENSRNOG00000021714","361423","Fam92b","19"
"16749","ENSRNOT00000008480","ENSRNOG00000021718","362472","Cspp1","5"
"16750","ENSRNOT00000035730","ENSRNOG00000021719","303377","Slfn5","10"
"16751","ENSRNOT00000076233","ENSRNOG00000021719","303377","Slfn5","10"
"16752","ENSRNOT00000076445","ENSRNOG00000021719","303377","Slfn5","10"
"16753","ENSRNOT00000076133","ENSRNOG00000021719","303377","Slfn5","10"
"16754","ENSRNOT00000032477","ENSRNOG00000021723","UNKNOWN_ENSRNOG00000021723","UNKNOWN_ENSRNOG00000021723","4"
"16755","ENSRNOT00000029607","ENSRNOG00000021724","499300","Ptprcap","1"
"16756","ENSRNOT00000081343","ENSRNOG00000021725","288702","Unc119b","12"
"16757","ENSRNOT00000038395","ENSRNOG00000021725","288702","Unc119b","12"
"16758","ENSRNOT00000077871","ENSRNOG00000021725","288702","Unc119b","12"
"16759","ENSRNOT00000035781","ENSRNOG00000021726","364594","Tlr3","16"
"16760","ENSRNOT00000087986","ENSRNOG00000021726","364594","Tlr3","16"
"16761","ENSRNOT00000033009","ENSRNOG00000021727","690767","Olr1875","1"
"16762","ENSRNOT00000064983","ENSRNOG00000021729","296936","Iqub","4"
"16763","ENSRNOT00000032386","ENSRNOG00000021731","303112","N4bp3","10"
"16764","ENSRNOT00000050108","ENSRNOG00000021732","79245","Hsf1","7"
"16765","ENSRNOT00000058312","ENSRNOG00000021735","361267","Akr1c15","17"
"16766","ENSRNOT00000033940","ENSRNOG00000021745","365748","Bhlhe22","2"
"16767","ENSRNOT00000077045","ENSRNOG00000021748","296865","Las1l","X"
"16768","ENSRNOT00000076543","ENSRNOG00000021748","296865","Las1l","X"
"16769","ENSRNOT00000076732","ENSRNOG00000021748","296865","Las1l","X"
"16770","ENSRNOT00000016042","ENSRNOG00000021748","296865","Las1l","X"
"16771","ENSRNOT00000075875","ENSRNOG00000021748","296865","Las1l","X"
"16772","ENSRNOT00000029660","ENSRNOG00000021750","25261","Id1","3"
"16773","ENSRNOT00000032968","ENSRNOG00000021751","UNKNOWN_ENSRNOG00000021751","UNKNOWN_ENSRNOG00000021751","6"
"16774","ENSRNOT00000039482","ENSRNOG00000021752","64826","Foxq1","17"
"16775","ENSRNOT00000043902","ENSRNOG00000021758","296954","Tnpo3","4"
"16776","ENSRNOT00000090038","ENSRNOG00000021758","296954","Tnpo3","4"
"16777","ENSRNOT00000034563","ENSRNOG00000021763","294075","Ffar4","1"
"16778","ENSRNOT00000077773","ENSRNOG00000021765","500893","Gli4","7"
"16779","ENSRNOT00000029711","ENSRNOG00000021765","500893","Gli4","7"
"16780","ENSRNOT00000035046","ENSRNOG00000021766","UNKNOWN_ENSRNOG00000021766","UNKNOWN_ENSRNOG00000021766","1"
"16781","ENSRNOT00000026170","ENSRNOG00000021771","300656","Trim29","8"
"16782","ENSRNOT00000078776","ENSRNOG00000021771","300656","Trim29","8"
"16783","ENSRNOT00000025134","ENSRNOG00000021773","300050","Bop1","7"
"16784","ENSRNOT00000031074","ENSRNOG00000021776","305270","Cenpc","14"
"16785","ENSRNOT00000038376","ENSRNOG00000021780","303375","Rad51d","10"
"16786","ENSRNOT00000029728","ENSRNOG00000021781","171503","Camk1","4"
"16787","ENSRNOT00000036563","ENSRNOG00000021782","302962","Zscan10","10"
"16788","ENSRNOT00000034669","ENSRNOG00000021787","311764","Zfp217","3"
"16789","ENSRNOT00000081593","ENSRNOG00000021787","311764","Zfp217","3"
"16790","ENSRNOT00000065674","ENSRNOG00000021789","691300","RGD1565323","17"
"16791","ENSRNOT00000037345","ENSRNOG00000021791","UNKNOWN_ENSRNOG00000021791","UNKNOWN_ENSRNOG00000021791","11"
"16792","ENSRNOT00000034525","ENSRNOG00000021792","100365184","Prdm14","5"
"16793","ENSRNOT00000038647","ENSRNOG00000021793","315593","Tlcd5","8"
"16794","ENSRNOT00000028482","ENSRNOG00000021794","309177","Znhit2","1"
"16795","ENSRNOT00000078320","ENSRNOG00000021795","300074","Fam227a","7"
"16796","ENSRNOT00000056179","ENSRNOG00000021795","300074","Fam227a","7"
"16797","ENSRNOT00000056178","ENSRNOG00000021795","300074","Fam227a","7"
"16798","ENSRNOT00000032495","ENSRNOG00000021796","287059","RGD1565166","10"
"16799","ENSRNOT00000029771","ENSRNOG00000021798","310611","Pglyrp4","2"
"16800","ENSRNOT00000034936","ENSRNOG00000021799","78980","Tas2r118","4"
"16801","ENSRNOT00000058241","ENSRNOG00000021800","308108","Zfp541","1"
"16802","ENSRNOT00000039263","ENSRNOG00000021802","298693","Isg15","5"
"16803","ENSRNOT00000035542","ENSRNOG00000021805","290552","Rft1","16"
"16804","ENSRNOT00000037608","ENSRNOG00000021808","191576","Tecr","19"
"16805","ENSRNOT00000029774","ENSRNOG00000021811","UNKNOWN_ENSRNOG00000021811","UNKNOWN_ENSRNOG00000021811","1"
"16806","ENSRNOT00000029768","ENSRNOG00000021812","680712","Scx","7"
"16807","ENSRNOT00000055466","ENSRNOG00000021814","500592","Tnfrsf25","5"
"16808","ENSRNOT00000076739","ENSRNOG00000021815","303369","Lig3","10"
"16809","ENSRNOT00000055982","ENSRNOG00000021815","303369","Lig3","10"
"16810","ENSRNOT00000084076","ENSRNOG00000021815","303369","Lig3","10"
"16811","ENSRNOT00000076703","ENSRNOG00000021815","303369","Lig3","10"
"16812","ENSRNOT00000029819","ENSRNOG00000021817","362418","Irak2","4"
"16813","ENSRNOT00000038845","ENSRNOG00000021823","290348","Synb","15"
"16814","ENSRNOT00000038879","ENSRNOG00000021824","361384","Dnajb1","19"
"16815","ENSRNOT00000079106","ENSRNOG00000021824","361384","Dnajb1","19"
"16816","ENSRNOT00000029829","ENSRNOG00000021828","29474","Coro1b","1"
"16817","ENSRNOT00000032514","ENSRNOG00000021831","305947","Kcnrg","15"
"16818","ENSRNOT00000068774","ENSRNOG00000021833","362879","Myrfl","7"
"16819","ENSRNOT00000029887","ENSRNOG00000021839","315409","Cep126","8"
"16820","ENSRNOT00000038566","ENSRNOG00000021840","500046","Cped1","4"
"16821","ENSRNOT00000032631","ENSRNOG00000021843","UNKNOWN_ENSRNOG00000021843","UNKNOWN_ENSRNOG00000021843","15"
"16822","ENSRNOT00000032723","ENSRNOG00000021847","361047","Ska3","15"
"16823","ENSRNOT00000031360","ENSRNOG00000021851","688605","Ccl1","10"
"16824","ENSRNOT00000050795","ENSRNOG00000021855","296952","Kcp","4"
"16825","ENSRNOT00000034629","ENSRNOG00000021856","317676","Lat2","12"
"16826","ENSRNOT00000031583","ENSRNOG00000021866","297388","Bola3","4"
"16827","ENSRNOT00000032342","ENSRNOG00000021867","100361098","LOC100361098","2"
"16828","ENSRNOT00000001517","ENSRNOG00000021871","690632","Gcn1","12"
"16829","ENSRNOT00000030704","ENSRNOG00000021872","287094","Zfp213","10"
"16830","ENSRNOT00000031571","ENSRNOG00000021881","64370","Metap2","7"
"16831","ENSRNOT00000030056","ENSRNOG00000021881","64370","Metap2","7"
"16832","ENSRNOT00000036140","ENSRNOG00000021882","361207","Tmed9","17"
"16833","ENSRNOT00000031076","ENSRNOG00000021885","366668","Gphb5","6"
"16834","ENSRNOT00000036223","ENSRNOG00000021886","364675","B4galt7","17"
"16835","ENSRNOT00000083492","ENSRNOG00000021886","364675","B4galt7","17"
"16836","ENSRNOT00000031739","ENSRNOG00000021887","363137","Cyb561d2","8"
"16837","ENSRNOT00000082320","ENSRNOG00000021887","363137","Cyb561d2","8"
"16838","ENSRNOT00000034386","ENSRNOG00000021890","291996","Nob1","19"
"16839","ENSRNOT00000048063","ENSRNOG00000021891","303796","Zdhhc8","11"
"16840","ENSRNOT00000030985","ENSRNOG00000021892","500823","Ccdc38","7"
"16841","ENSRNOT00000033306","ENSRNOG00000021896","300341","Mmp20","8"
"16842","ENSRNOT00000034474","ENSRNOG00000021898","681241","LOC681241","17"
"16843","ENSRNOT00000032263","ENSRNOG00000021899","363136","Tmem115","8"
"16844","ENSRNOT00000042386","ENSRNOG00000021900","UNKNOWN_ENSRNOG00000021900","UNKNOWN_ENSRNOG00000021900","7"
"16845","ENSRNOT00000033122","ENSRNOG00000021902","497856","Rmi2","10"
"16846","ENSRNOT00000035642","ENSRNOG00000021903","303348","Atad5","10"
"16847","ENSRNOT00000030864","ENSRNOG00000021904","314456","Tecpr2","6"
"16848","ENSRNOT00000032826","ENSRNOG00000021910","364418","Nkx2-6","15"
"16849","ENSRNOT00000037088","ENSRNOG00000021911","81715","Camlg","17"
"16850","ENSRNOT00000054852","ENSRNOG00000021912","688884","Gpr152","1"
"16851","ENSRNOT00000029591","ENSRNOG00000021913","292577","Nlrp9","1"
"16852","ENSRNOT00000030024","ENSRNOG00000021916","309525","Slc16a12","1"
"16853","ENSRNOT00000090078","ENSRNOG00000021918","291540","Cep76","18"
"16854","ENSRNOT00000029431","ENSRNOG00000021918","291540","Cep76","18"
"16855","ENSRNOT00000031979","ENSRNOG00000021919","299145","Rhoj","6"
"16856","ENSRNOT00000035844","ENSRNOG00000021920","502648","Pramel6","3"
"16857","ENSRNOT00000054724","ENSRNOG00000021924","171518","Cyp2c22","1"
"16858","ENSRNOT00000037509","ENSRNOG00000021931","305268","Uba6","14"
"16859","ENSRNOT00000030588","ENSRNOG00000021938","500219","Lrrtm4","4"
"16860","ENSRNOT00000092261","ENSRNOG00000021938","500219","Lrrtm4","4"
"16861","ENSRNOT00000092379","ENSRNOG00000021938","500219","Lrrtm4","4"
"16862","ENSRNOT00000038579","ENSRNOG00000021943","290372","Fam216b","15"
"16863","ENSRNOT00000031157","ENSRNOG00000021945","500925","Ccdc184","7"
"16864","ENSRNOT00000044538","ENSRNOG00000021946","103690209","Rbmxl2","1"
"16865","ENSRNOT00000039101","ENSRNOG00000021949","502647","Pramel7","3"
"16866","ENSRNOT00000032856","ENSRNOG00000021953","303572","Meioc","10"
"16867","ENSRNOT00000022875","ENSRNOG00000021954","311372","Spg11","3"
"16868","ENSRNOT00000080253","ENSRNOG00000021954","311372","Spg11","3"
"16869","ENSRNOT00000030811","ENSRNOG00000021960","100910850","LOC100910850","13"
"16870","ENSRNOT00000032944","ENSRNOG00000021962","64512","Fzd2","10"
"16871","ENSRNOT00000030102","ENSRNOG00000021966","498576","Il17rd","16"
"16872","ENSRNOT00000077117","ENSRNOG00000021966","498576","Il17rd","16"
"16873","ENSRNOT00000046416","ENSRNOG00000021972","100361016","LOC100361016","X"
"16874","ENSRNOT00000065041","ENSRNOG00000021984","54296","Rgs7","13"
"16875","ENSRNOT00000032337","ENSRNOG00000021986","684970","LOC684970","14"
"16876","ENSRNOT00000035886","ENSRNOG00000021987","287034","Tnfrsf17","10"
"16877","ENSRNOT00000067584","ENSRNOG00000021988","UNKNOWN_ENSRNOG00000021988","UNKNOWN_ENSRNOG00000021988","10"
"16878","ENSRNOT00000032383","ENSRNOG00000021992","288006","Rtp1","11"
"16879","ENSRNOT00000046152","ENSRNOG00000021996","499069","Nlrp4","1"
"16880","ENSRNOT00000078556","ENSRNOG00000021996","499069","Nlrp4","1"
"16881","ENSRNOT00000037001","ENSRNOG00000021999","UNKNOWN_ENSRNOG00000021999","UNKNOWN_ENSRNOG00000021999","3"
"16882","ENSRNOT00000086602","ENSRNOG00000022007","288117","Slc9c1","11"
"16883","ENSRNOT00000080148","ENSRNOG00000022007","288117","Slc9c1","11"
"16884","ENSRNOT00000040908","ENSRNOG00000022007","288117","Slc9c1","11"
"16885","ENSRNOT00000093613","ENSRNOG00000022007","288117","Slc9c1","11"
"16886","ENSRNOT00000036301","ENSRNOG00000022009","291675","Mzb1","18"
"16887","ENSRNOT00000038747","ENSRNOG00000022012","500598","Tnfrsf18","5"
"16888","ENSRNOT00000030031","ENSRNOG00000022014","288700","Rab35","12"
"16889","ENSRNOT00000092745","ENSRNOG00000022015","311886","Cntrl","3"
"16890","ENSRNOT00000007776","ENSRNOG00000022015","311886","Cntrl","3"
"16891","ENSRNOT00000092973","ENSRNOG00000022015","311886","Cntrl","3"
"16892","ENSRNOT00000093117","ENSRNOG00000022015","311886","Cntrl","3"
"16893","ENSRNOT00000002513","ENSRNOG00000022021","291340","Spag6l","17"
"16894","ENSRNOT00000030173","ENSRNOG00000022022","UNKNOWN_ENSRNOG00000022022","UNKNOWN_ENSRNOG00000022022","4"
"16895","ENSRNOT00000039322","ENSRNOG00000022030","689656","Aunip","5"
"16896","ENSRNOT00000035829","ENSRNOG00000022033","362120","RGD1308742","3"
"16897","ENSRNOT00000092874","ENSRNOG00000022033","362120","RGD1308742","3"
"16898","ENSRNOT00000033670","ENSRNOG00000022039","362635","Zbtb40","5"
"16899","ENSRNOT00000012138","ENSRNOG00000022043","363027","Yipf2","8"
"16900","ENSRNOT00000001550","ENSRNOG00000022044","365394","Cabp4","1"
"16901","ENSRNOT00000022713","ENSRNOG00000022054","313615","Paqr7","5"
"16902","ENSRNOT00000083271","ENSRNOG00000022060","500261","Magi1","4"
"16903","ENSRNOT00000037848","ENSRNOG00000022060","500261","Magi1","4"
"16904","ENSRNOT00000071315","ENSRNOG00000022060","500261","Magi1","4"
"16905","ENSRNOT00000033697","ENSRNOG00000022063","405219","Olr1602","13"
"16906","ENSRNOT00000031261","ENSRNOG00000022066","363236","Fam117b","9"
"16907","ENSRNOT00000004821","ENSRNOG00000022067","289337","Tlr5","13"
"16908","ENSRNOT00000055179","ENSRNOG00000022071","685269","Itga2b","10"
"16909","ENSRNOT00000036112","ENSRNOG00000022071","685269","Itga2b","10"
"16910","ENSRNOT00000076103","ENSRNOG00000022081","367012","Ddi1","8"
"16911","ENSRNOT00000039868","ENSRNOG00000022081","367012","Ddi1","8"
"16912","ENSRNOT00000036247","ENSRNOG00000022082","103690006","LOC103690006","4"
"16913","ENSRNOT00000034277","ENSRNOG00000022084","300954","Sox14","8"
"16914","ENSRNOT00000032301","ENSRNOG00000022094","313790","Lacc1","15"
"16915","ENSRNOT00000029994","ENSRNOG00000022099","365377","Trim72","1"
"16916","ENSRNOT00000025183","ENSRNOG00000022101","29563","Crabp2","2"
"16917","ENSRNOT00000037997","ENSRNOG00000022104","289334","Ccdc185","13"
"16918","ENSRNOT00000086007","ENSRNOG00000022107","414785","RT1-M6-1","20"
"16919","ENSRNOT00000051480","ENSRNOG00000022107","414785","RT1-M6-1","20"
"16920","ENSRNOT00000077774","ENSRNOG00000022107","414785","RT1-M6-1","20"
"16921","ENSRNOT00000040634","ENSRNOG00000022107","414785","RT1-M6-1","20"
"16922","ENSRNOT00000043020","ENSRNOG00000022110","685692","Gcsam","11"
"16923","ENSRNOT00000093731","ENSRNOG00000022110","685692","Gcsam","11"
"16924","ENSRNOT00000011742","ENSRNOG00000022116","84403","Gjb6","15"
"16925","ENSRNOT00000081757","ENSRNOG00000022116","84403","Gjb6","15"
"16926","ENSRNOT00000034854","ENSRNOG00000022129","64568","Galp","1"
"16927","ENSRNOT00000033595","ENSRNOG00000022136","685680","LOC685680","11"
"16928","ENSRNOT00000032707","ENSRNOG00000022139","306890","Serpinb9d","17"
"16929","ENSRNOT00000078978","ENSRNOG00000022141","311368","Ctdspl2","3"
"16930","ENSRNOT00000037168","ENSRNOG00000022141","311368","Ctdspl2","3"
"16931","ENSRNOT00000030449","ENSRNOG00000022143","360881","Dusp23","13"
"16932","ENSRNOT00000003557","ENSRNOG00000022144","UNKNOWN_ENSRNOG00000022144","UNKNOWN_ENSRNOG00000022144","13"
"16933","ENSRNOT00000022965","ENSRNOG00000022146","498753","Hist1h2af","17"
"16934","ENSRNOT00000030319","ENSRNOG00000022150","UNKNOWN_ENSRNOG00000022150","UNKNOWN_ENSRNOG00000022150","5"
"16935","ENSRNOT00000030324","ENSRNOG00000022153","361695","Tmem134","1"
"16936","ENSRNOT00000030340","ENSRNOG00000022153","361695","Tmem134","1"
"16937","ENSRNOT00000029055","ENSRNOG00000022155","500258","RGD1560289","4"
"16938","ENSRNOT00000092925","ENSRNOG00000022156","307556","Ccdc178","18"
"16939","ENSRNOT00000050933","ENSRNOG00000022156","307556","Ccdc178","18"
"16940","ENSRNOT00000036777","ENSRNOG00000022160","303835","Rtp2","11"
"16941","ENSRNOT00000082036","ENSRNOG00000022162","311876","Pbx3","3"
"16942","ENSRNOT00000029600","ENSRNOG00000022162","311876","Pbx3","3"
"16943","ENSRNOT00000092862","ENSRNOG00000022163","102555023","LOC102555023","18"
"16944","ENSRNOT00000092884","ENSRNOG00000022163","102555023","LOC102555023","18"
"16945","ENSRNOT00000030993","ENSRNOG00000022163","102555023","LOC102555023","18"
"16946","ENSRNOT00000034267","ENSRNOG00000022164","683603","Zscan2","1"
"16947","ENSRNOT00000042639","ENSRNOG00000022166","501539","Ammecr1","X"
"16948","ENSRNOT00000030823","ENSRNOG00000022171","288647","Dhx37","12"
"16949","ENSRNOT00000027943","ENSRNOG00000022173","290669","Gatad2a","16"
"16950","ENSRNOT00000032908","ENSRNOG00000022174","UNKNOWN_ENSRNOG00000022174","UNKNOWN_ENSRNOG00000022174","13"
"16951","ENSRNOT00000033437","ENSRNOG00000022176","498434","Gpr75","14"
"16952","ENSRNOT00000041494","ENSRNOG00000022178","295980","Dcdc5","3"
